

 Females then males 
"fishyr","month","fleet","sex","partition","ageErr","LbinLo","LbinHi","Ntows","Nsamps","Ninput_b","InputN","A2","A3","A4","A5","A6","A7","A8","A9","A10","A11","A12","A13","A14","A15","A16","A17","A18","A19","A20","A21","A22","A23","A24","A25","A26","A27","A28","A29","A30","A31","A32","A33","A34","A35","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","A11","A12","A13","A14","A15","A16","A17","A18","A19","A20","A21","A22","A23","A24","A25","A26","A27","A28","A29","A30","A31","A32","A33","A34","A35"
1989,1,"TWL",2,0,0,-1,-1,41,1056,187,0,0,3e-04,6e-04,0.0021,0.0119,0.0315,0.0367,0.0471,0.0771,0.0502,0.0486,0.0351,0.0215,0.0107,0.0066,0.0063,0.0119,0.0089,0.0053,0.0073,0.001,0.0031,0.0047,0.0027,0.0061,0.0035,0.008,0.0038,0.0045,0.0046,0.0013,0.0041,0.0036,0.0295,0,0,3e-04,6e-04,0.0021,0.0119,0.0315,0.0367,0.0471,0.0771,0.0502,0.0486,0.0351,0.0215,0.0107,0.0066,0.0063,0.0119,0.0089,0.0053,0.0073,0.001,0.0031,0.0047,0.0027,0.0061,0.0035,0.008,0.0038,0.0045,0.0046,0.0013,0.0041,0.0036,0.0295
1990,1,"TWL",2,0,0,-1,-1,37,1014,177,0,0,0,0,0.0017,0.0102,0.0337,0.0403,0.0556,0.0622,0.0697,0.0602,0.0371,0.0251,0.0175,0.0104,0.0103,0.0047,0.0052,0.0032,0.0043,0.0055,0.0022,0.0031,0.0024,8e-04,0.0012,0.003,0.0041,9e-04,0.0014,8e-04,0.0012,5e-04,0.0216,0,0,0,0,0.0017,0.0102,0.0337,0.0403,0.0556,0.0622,0.0697,0.0602,0.0371,0.0251,0.0175,0.0104,0.0103,0.0047,0.0052,0.0032,0.0043,0.0055,0.0022,0.0031,0.0024,8e-04,0.0012,0.003,0.0041,9e-04,0.0014,8e-04,0.0012,5e-04,0.0216
1991,1,"TWL",2,0,0,-1,-1,42,1020,183,0,0,0,6e-04,0.0021,0.0072,0.0172,0.0375,0.0502,0.0627,0.0601,0.0432,0.0309,0.0325,0.0262,0.0204,0.009,0.0096,0.0076,0.0094,0.0013,0.0048,0.0082,0.0044,0.0032,0.0036,0.0051,0.0017,0.0031,0.002,0.0042,0.0036,0.0015,0.0021,0.0248,0,0,0,6e-04,0.0021,0.0072,0.0172,0.0375,0.0502,0.0627,0.0601,0.0432,0.0309,0.0325,0.0262,0.0204,0.009,0.0096,0.0076,0.0094,0.0013,0.0048,0.0082,0.0044,0.0032,0.0036,0.0051,0.0017,0.0031,0.002,0.0042,0.0036,0.0015,0.0021,0.0248
1992,1,"TWL",2,0,0,-1,-1,52,1254,225,0,0,0,1e-04,0.0053,0.0138,0.0396,0.0494,0.0682,0.0576,0.0459,0.0327,0.0255,0.017,0.0147,0.0202,0.01,0.0117,0.0077,0.0033,0.0059,0.0072,0.0074,0.0028,0.0031,0.0037,0.003,0.0024,0.0026,0.0062,0.0037,0.0015,0.0027,1e-04,0.0252,0,0,0,1e-04,0.0053,0.0138,0.0396,0.0494,0.0682,0.0576,0.0459,0.0327,0.0255,0.017,0.0147,0.0202,0.01,0.0117,0.0077,0.0033,0.0059,0.0072,0.0074,0.0028,0.0031,0.0037,0.003,0.0024,0.0026,0.0062,0.0037,0.0015,0.0027,1e-04,0.0252
1993,1,"TWL",2,0,0,-1,-1,38,997,176,0,0,0,1e-04,0.0032,0.0114,0.0249,0.0718,0.0803,0.068,0.0495,0.0353,0.0227,0.0285,0.0123,0.0168,0.0087,0.009,0.0041,0.0066,0.0049,0.0064,0.0106,0.0036,0.0038,7e-04,1e-04,0.0018,0.0011,0.0016,0.0015,0.0022,0,0.0021,0.0065,0,0,0,1e-04,0.0032,0.0114,0.0249,0.0718,0.0803,0.068,0.0495,0.0353,0.0227,0.0285,0.0123,0.0168,0.0087,0.009,0.0041,0.0066,0.0049,0.0064,0.0106,0.0036,0.0038,7e-04,1e-04,0.0018,0.0011,0.0016,0.0015,0.0022,0,0.0021,0.0065
1994,1,"TWL",2,0,0,-1,-1,19,538,93,0,0,0,0.0016,0.0198,0.0391,0.0289,0.0688,0.0751,0.0616,0.0333,0.029,0.0286,0.0209,0.0138,0.0071,0.0118,0.0049,0.0039,0.0047,0.0031,0.0019,0.001,0.001,0.0019,0.0038,0.0029,0,0.0019,0.0019,0.0086,0.0066,4e-04,0.0019,0.0101,0,0,0,0.0016,0.0198,0.0391,0.0289,0.0688,0.0751,0.0616,0.0333,0.029,0.0286,0.0209,0.0138,0.0071,0.0118,0.0049,0.0039,0.0047,0.0031,0.0019,0.001,0.001,0.0019,0.0038,0.0029,0,0.0019,0.0019,0.0086,0.0066,4e-04,0.0019,0.0101
1995,1,"TWL",2,0,0,-1,-1,36,1020,177,0,0,0,4e-04,0.0135,0.0377,0.06,0.0835,0.0604,0.0805,0.0689,0.0269,0.0151,0.0098,0.0074,0.006,0.0053,0.0064,0.0045,5e-04,0.0038,0,0.0015,3e-04,7e-04,3e-04,3e-04,2e-04,0,0,0,0.0012,1e-04,8e-04,0.004,0,0,0,4e-04,0.0135,0.0377,0.06,0.0835,0.0604,0.0805,0.0689,0.0269,0.0151,0.0098,0.0074,0.006,0.0053,0.0064,0.0045,5e-04,0.0038,0,0.0015,3e-04,7e-04,3e-04,3e-04,2e-04,0,0,0,0.0012,1e-04,8e-04,0.004
1996,1,"TWL",2,0,0,-1,-1,33,968,167,0,0,0,0.0013,0.0109,0.0319,0.0518,0.0623,0.0526,0.0576,0.0564,0.0386,0.0226,0.0121,0.0112,0.0084,0.0127,0.001,0.0095,0.0082,0.0047,0.0103,0.0026,0.001,0.0013,0.0013,0.0013,0.003,0.0045,5e-04,0.0013,0,0.0035,0.0017,0.014,0,0,0,0.0013,0.0109,0.0319,0.0518,0.0623,0.0526,0.0576,0.0564,0.0386,0.0226,0.0121,0.0112,0.0084,0.0127,0.001,0.0095,0.0082,0.0047,0.0103,0.0026,0.001,0.0013,0.0013,0.0013,0.003,0.0045,5e-04,0.0013,0,0.0035,0.0017,0.014
1997,1,"TWL",2,0,0,-1,-1,45,1369,234,0,0,0,0.0014,0.0049,0.0097,0.0381,0.0504,0.0788,0.0753,0.0617,0.0597,0.0304,0.0221,0.0142,0.0071,0.0044,0.005,0.0044,0.0027,0.0036,0.0017,0.0018,0.0049,0,0.002,0,5e-04,0.0018,0.0021,0,0,3e-04,7e-04,0.0103,0,0,0,0.0014,0.0049,0.0097,0.0381,0.0504,0.0788,0.0753,0.0617,0.0597,0.0304,0.0221,0.0142,0.0071,0.0044,0.005,0.0044,0.0027,0.0036,0.0017,0.0018,0.0049,0,0.002,0,5e-04,0.0018,0.0021,0,0,3e-04,7e-04,0.0103
1998,1,"TWL",2,0,0,-1,-1,45,1268,220,0,0,1e-04,5e-04,0.0035,0.0146,0.0309,0.0635,0.0686,0.066,0.0578,0.0405,0.0342,0.0246,0.0154,0.0136,0.0056,0.0073,0.0085,0.0027,0.002,0.0036,0.0049,0.0034,0.0022,0.0012,0.0015,0.0012,0.0015,6e-04,5e-04,0.0011,5e-04,0.0011,0.0169,0,0,1e-04,5e-04,0.0035,0.0146,0.0309,0.0635,0.0686,0.066,0.0578,0.0405,0.0342,0.0246,0.0154,0.0136,0.0056,0.0073,0.0085,0.0027,0.002,0.0036,0.0049,0.0034,0.0022,0.0012,0.0015,0.0012,0.0015,6e-04,5e-04,0.0011,5e-04,0.0011,0.0169
1999,1,"TWL",2,0,0,-1,-1,43,1156,203,0,0,0,9e-04,0.0037,0.0085,0.0274,0.0506,0.0512,0.0534,0.0607,0.053,0.033,0.0433,0.0235,0.0163,0.0137,0.0073,0.0058,0.01,0.0065,0.0038,0.0037,0.0035,0.0014,0.0031,0.0034,0,0.0032,0.0018,0,0,0,1e-04,0.0071,0,0,0,9e-04,0.0037,0.0085,0.0274,0.0506,0.0512,0.0534,0.0607,0.053,0.033,0.0433,0.0235,0.0163,0.0137,0.0073,0.0058,0.01,0.0065,0.0038,0.0037,0.0035,0.0014,0.0031,0.0034,0,0.0032,0.0018,0,0,0,1e-04,0.0071
2000,1,"TWL",2,0,0,-1,-1,22,397,77,0,0,0,0.0018,0.0202,0.0453,0.0518,0.071,0.0655,0.0543,0.0478,0.0485,0.0255,0.0237,0.0071,0.0102,0.0095,0.001,0.0044,0.0042,0.0018,0,9e-04,0.0019,0,0.0019,0,0,0,0,0,0,0,9e-04,9e-04,0,0,0,0.0018,0.0202,0.0453,0.0518,0.071,0.0655,0.0543,0.0478,0.0485,0.0255,0.0237,0.0071,0.0102,0.0095,0.001,0.0044,0.0042,0.0018,0,9e-04,0.0019,0,0.0019,0,0,0,0,0,0,0,9e-04,9e-04
2001,1,"TWL",2,0,0,-1,-1,34,581,114,0,0,0,0.0015,0.0062,0.0235,0.0462,0.0583,0.094,0.0559,0.0663,0.0365,0.0463,0.013,0.0135,0.0115,0.0013,0.0037,0.003,0.0059,0.0025,0.0014,5e-04,0,7e-04,0.001,0.0014,0,0,0.001,6e-04,0,0.0013,7e-04,0.0023,0,0,0,0.0015,0.0062,0.0235,0.0462,0.0583,0.094,0.0559,0.0663,0.0365,0.0463,0.013,0.0135,0.0115,0.0013,0.0037,0.003,0.0059,0.0025,0.0014,5e-04,0,7e-04,0.001,0.0014,0,0,0.001,6e-04,0,0.0013,7e-04,0.0023
2002,1,"TWL",2,0,0,-1,-1,76,806,187,0,0,0,3e-04,0.0076,0.023,0.0514,0.0754,0.0421,0.0491,0.0503,0.0469,0.0304,0.0384,0.027,0.0067,0.0096,0.0037,0.0081,0.003,0.0029,0.0027,0.0039,3e-04,7e-04,4e-04,0,0,0,0,3e-04,0.001,3e-04,3e-04,0.0142,0,0,0,3e-04,0.0076,0.023,0.0514,0.0754,0.0421,0.0491,0.0503,0.0469,0.0304,0.0384,0.027,0.0067,0.0096,0.0037,0.0081,0.003,0.0029,0.0027,0.0039,3e-04,7e-04,4e-04,0,0,0,0,3e-04,0.001,3e-04,3e-04,0.0142
2003,1,"TWL",2,0,0,-1,-1,46,257,81,0,0,0,0.0018,0.0017,0.0143,0.0462,0.0716,0.0549,0.0826,0.0521,0.0371,0.0333,0.0295,0.0303,0.0115,0.0072,0.0095,0.0036,0,0.0076,0,0.0017,0,0,0.0017,0,0,0,0,0,0,0,0,0.0018,0,0,0,0.0018,0.0017,0.0143,0.0462,0.0716,0.0549,0.0826,0.0521,0.0371,0.0333,0.0295,0.0303,0.0115,0.0072,0.0095,0.0036,0,0.0076,0,0.0017,0,0,0.0017,0,0,0,0,0,0,0,0,0.0018
2004,1,"TWL",2,0,0,-1,-1,56,325,101,0,0,0,0,0.0076,0.0386,0.0456,0.0461,0.0814,0.062,0.0264,0.0302,0.0276,0.0202,0.0159,0.0201,0.0185,0.0135,0,0,0.0116,0.0036,0.0023,0.0049,0.0038,0.0021,0,0,0,0,0.005,0.0048,0.0011,0,0.0072,0,0,0,0,0.0076,0.0386,0.0456,0.0461,0.0814,0.062,0.0264,0.0302,0.0276,0.0202,0.0159,0.0201,0.0185,0.0135,0,0,0.0116,0.0036,0.0023,0.0049,0.0038,0.0021,0,0,0,0,0.005,0.0048,0.0011,0,0.0072
2005,1,"TWL",2,0,0,-1,-1,59,368,110,0,0,0,0,0.0023,0.012,0.0334,0.0655,0.0732,0.0857,0.063,0.0477,0.0243,0.0189,0.0117,0.0121,0.0113,0.0074,0.0067,0.0032,0.0043,0.001,0.002,0,0.0014,0.001,0,0.001,0,0,0.0012,0.0011,0.0011,0,0.0074,0,0,0,0,0.0023,0.012,0.0334,0.0655,0.0732,0.0857,0.063,0.0477,0.0243,0.0189,0.0117,0.0121,0.0113,0.0074,0.0067,0.0032,0.0043,0.001,0.002,0,0.0014,0.001,0,0.001,0,0,0.0012,0.0011,0.0011,0,0.0074
2006,1,"TWL",2,0,0,-1,-1,60,374,112,1,0,0.0041,0.0039,0.0092,0.0524,0.055,0.0446,0.0585,0.0459,0.0356,0.0348,0.0197,0.0308,0.0195,0.0149,0.009,0.009,0.0064,0.0066,0.009,0.0038,0.009,0.0013,0.0013,0.0026,0,0.0013,0,0,0,0,0,0,0.0115,0.0013,0,0.0041,0.0039,0.0092,0.0524,0.055,0.0446,0.0585,0.0459,0.0356,0.0348,0.0197,0.0308,0.0195,0.0149,0.009,0.009,0.0064,0.0066,0.009,0.0038,0.009,0.0013,0.0013,0.0026,0,0.0013,0,0,0,0,0,0,0.0115
2007,1,"TWL",2,0,0,-1,-1,55,219,85,0,0,0,0.0025,0.0285,0.0726,0.0572,0.046,0.1329,0.0197,0.0328,0.0202,0.0162,0.0104,0.0262,0.0071,0.0097,0.0034,0.0025,0.0017,8e-04,9e-04,8e-04,0.0017,0,0.0017,0.001,0,8e-04,0,0,0,0,0,0.0025,0,0,0,0.0025,0.0285,0.0726,0.0572,0.046,0.1329,0.0197,0.0328,0.0202,0.0162,0.0104,0.0262,0.0071,0.0097,0.0034,0.0025,0.0017,8e-04,9e-04,8e-04,0.0017,0,0.0017,0.001,0,8e-04,0,0,0,0,0,0.0025
2008,1,"TWL",2,0,0,-1,-1,51,224,82,0,0,0,0,0.0631,0.074,0.0428,0.0374,0.0501,0.0435,0.0338,0.0289,0.0294,0.0241,0.0209,0.0139,0.007,0.0053,0.0067,0.0037,0,0.0017,0,0,0,0.0035,0.0018,0.0017,0,0,0,0,0,0,0.0069,0,0,0,0,0.0631,0.074,0.0428,0.0374,0.0501,0.0435,0.0338,0.0289,0.0294,0.0241,0.0209,0.0139,0.007,0.0053,0.0067,0.0037,0,0.0017,0,0,0,0.0035,0.0018,0.0017,0,0,0,0,0,0,0.0069
2009,1,"TWL",2,0,0,-1,-1,82,434,142,0,0,0,0.0019,0.0108,0.0232,0.0388,0.0298,0.046,0.0404,0.0449,0.0442,0.0322,0.0352,0.0313,0.0199,0.0115,0.0178,0.0133,0.011,0.0062,0.0043,0.0085,0.0013,0.002,0.0045,0.0039,0.001,0.0013,0.0065,0.001,0.001,0.001,0,0.0053,0,0,0,0.0019,0.0108,0.0232,0.0388,0.0298,0.046,0.0404,0.0449,0.0442,0.0322,0.0352,0.0313,0.0199,0.0115,0.0178,0.0133,0.011,0.0062,0.0043,0.0085,0.0013,0.002,0.0045,0.0039,0.001,0.0013,0.0065,0.001,0.001,0.001,0,0.0053
2010,1,"TWL",2,0,0,-1,-1,36,311,79,0,0,0,0,0.0056,0.0084,0.0177,0.0185,0.0565,0.0884,0.0414,0.0496,0.0477,0.0419,0.0263,0.0268,0.0074,0.0097,0.0081,0.0143,0.0071,0.004,0.0047,0.0012,0.0012,0.0017,0.0031,0,0.0011,0.003,0,0,0,0,0.0048,0,0,0,0,0.0056,0.0084,0.0177,0.0185,0.0565,0.0884,0.0414,0.0496,0.0477,0.0419,0.0263,0.0268,0.0074,0.0097,0.0081,0.0143,0.0071,0.004,0.0047,0.0012,0.0012,0.0017,0.0031,0,0.0011,0.003,0,0,0,0,0.0048
2011,1,"TWL",2,0,0,-1,-1,48,320,92,0,0,0,0.0041,0.0262,0.0365,0.0538,0.0887,0.0362,0.0303,0.0741,0.0274,0.0134,0.0188,0.0204,0.0145,0.0154,0.0099,0.0032,0.0063,0,0,0.002,0.0035,0.0021,0.0011,0.0021,0,0.0021,0.0011,0.0011,0,0.0011,0.0011,0.0033,0,0,0,0.0041,0.0262,0.0365,0.0538,0.0887,0.0362,0.0303,0.0741,0.0274,0.0134,0.0188,0.0204,0.0145,0.0154,0.0099,0.0032,0.0063,0,0,0.002,0.0035,0.0021,0.0011,0.0021,0,0.0021,0.0011,0.0011,0,0.0011,0.0011,0.0033
2012,1,"TWL",2,0,0,-1,-1,73,457,136,0,0,7e-04,0.0043,0.0172,0.077,0.0579,0.0749,0.0396,0.0377,0.0311,0.0288,0.0179,0.0229,0.0171,0.0136,0.0139,0.0119,0.0047,0.0025,0.0052,0.0053,0.0037,0.0015,0.0032,0.0015,0,0.0016,0,0,0,0,7e-04,0.0015,0.0022,0,0,7e-04,0.0043,0.0172,0.077,0.0579,0.0749,0.0396,0.0377,0.0311,0.0288,0.0179,0.0229,0.0171,0.0136,0.0139,0.0119,0.0047,0.0025,0.0052,0.0053,0.0037,0.0015,0.0032,0.0015,0,0.0016,0,0,0,0,7e-04,0.0015,0.0022
2013,1,"TWL",2,0,0,-1,-1,136,740,238,0,9e-04,0.0491,0.0097,0.0313,0.0267,0.0393,0.0495,0.0559,0.0399,0.0434,0.0341,0.0206,0.0161,0.0085,0.0111,0.0076,0.0084,0.0015,0.0036,0.0071,0.0031,0.0029,0.0052,0.0028,0.0093,0,0.0025,0,9e-04,0.0022,0,9e-04,9e-04,0.0051,0,9e-04,0.0491,0.0097,0.0313,0.0267,0.0393,0.0495,0.0559,0.0399,0.0434,0.0341,0.0206,0.0161,0.0085,0.0111,0.0076,0.0084,0.0015,0.0036,0.0071,0.0031,0.0029,0.0052,0.0028,0.0093,0,0.0025,0,9e-04,0.0022,0,9e-04,9e-04,0.0051
2014,1,"TWL",2,0,0,-1,-1,120,705,217,0,0,0,0.0112,0.0146,0.0295,0.06,0.0494,0.0453,0.0374,0.041,0.0441,0.0299,0.0232,0.0241,0.0159,0.0107,0.0157,0.0077,0.0153,0.0038,0.0037,0.0036,9e-04,0.0016,0.0017,5e-04,0.0012,0.0032,5e-04,5e-04,0,0.0011,0,0.0027,0,0,0,0.0112,0.0146,0.0295,0.06,0.0494,0.0453,0.0374,0.041,0.0441,0.0299,0.0232,0.0241,0.0159,0.0107,0.0157,0.0077,0.0153,0.0038,0.0037,0.0036,9e-04,0.0016,0.0017,5e-04,0.0012,0.0032,5e-04,5e-04,0,0.0011,0,0.0027
2015,1,"TWL",2,0,0,-1,-1,132,1029,274,0,0,9e-04,0.0014,0.013,0.0156,0.0154,0.0378,0.0794,0.0742,0.0747,0.0228,0.0133,0.0389,0.0095,0.0218,0.0203,0.0048,0.0029,0.0044,0.0027,0.0183,0.0029,0.0018,0.0012,7e-04,0.0024,7e-04,9e-04,5e-04,4e-04,3e-04,0,2e-04,0.0157,0,0,9e-04,0.0014,0.013,0.0156,0.0154,0.0378,0.0794,0.0742,0.0747,0.0228,0.0133,0.0389,0.0095,0.0218,0.0203,0.0048,0.0029,0.0044,0.0027,0.0183,0.0029,0.0018,0.0012,7e-04,0.0024,7e-04,9e-04,5e-04,4e-04,3e-04,0,2e-04,0.0157
2016,1,"TWL",2,0,0,-1,-1,20,128,38,0,0,0,0,0,0.0082,0.0144,0.0329,0.0104,0.069,0.024,0.0492,0.0487,0.0485,0.0401,0.0315,0.006,0.0224,0.0129,0.0144,0.0082,0.0104,0.0037,0,0.002,0.0206,0.002,0.0041,0.0021,0.0021,0,0.0021,0,0,0.0099,0,0,0,0,0,0.0082,0.0144,0.0329,0.0104,0.069,0.024,0.0492,0.0487,0.0485,0.0401,0.0315,0.006,0.0224,0.0129,0.0144,0.0082,0.0104,0.0037,0,0.002,0.0206,0.002,0.0041,0.0021,0.0021,0,0.0021,0,0,0.0099
2017,1,"TWL",2,0,0,-1,-1,56,429,115,0,0,0,4e-04,0.0118,0.009,0.0254,0.0322,0.0454,0.0343,0.036,0.0402,0.0367,0.0329,0.0175,0.0197,0.0271,0.0152,0.0118,0.0078,0.0075,0.0096,0.0156,0.0199,0.0057,0.0046,0.0036,0.0033,0.0023,0.0106,0,0.0022,0,2e-04,0.0116,0,0,0,4e-04,0.0118,0.009,0.0254,0.0322,0.0454,0.0343,0.036,0.0402,0.0367,0.0329,0.0175,0.0197,0.0271,0.0152,0.0118,0.0078,0.0075,0.0096,0.0156,0.0199,0.0057,0.0046,0.0036,0.0033,0.0023,0.0106,0,0.0022,0,2e-04,0.0116
2018,1,"TWL",2,0,0,-1,-1,18,321,62,0,0,0,0,0.0039,0.0085,0.0264,0.0174,0.0299,0.0466,0.0575,0.0427,0.0435,0.0179,0.0233,0.0149,0.0341,0.0128,0.0128,0.0101,0.0097,0.0152,0.0103,0.0063,0.0051,0.0031,0.0047,0.0033,0.0066,0.0082,0.0072,5e-04,0.0018,0.0035,0.0123,0,0,0,0,0.0039,0.0085,0.0264,0.0174,0.0299,0.0466,0.0575,0.0427,0.0435,0.0179,0.0233,0.0149,0.0341,0.0128,0.0128,0.0101,0.0097,0.0152,0.0103,0.0063,0.0051,0.0031,0.0047,0.0033,0.0066,0.0082,0.0072,5e-04,0.0018,0.0035,0.0123


 Usexed only 
"fishyr","month","fleet","sex","partition","ageErr","LbinLo","LbinHi","Ntows","Nsamps","Ninput_u","InputN","A2","A3","A4","A5","A6","A7","A8","A9","A10","A11","A12","A13","A14","A15","A16","A17","A18","A19","A20","A21","A22","A23","A24","A25","A26","A27","A28","A29","A30","A31","A32","A33","A34","A35","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","A11","A12","A13","A14","A15","A16","A17","A18","A19","A20","A21","A22","A23","A24","A25","A26","A27","A28","A29","A30","A31","A32","A33","A34","A35"
1980,1,"TWL",0,0,0,-1,-1,9,21,12,0,0,0,0,0,0,0.0562,0.0468,0.0116,0.1031,0.0937,0.0178,0.0843,0,0,0,0,0,0.0281,0,0.0281,0.0187,0,0,0,0,0,0,0,0,0,0.0116,0,0,0,0,0,0,0,0,0,0.0562,0.0468,0.0116,0.1031,0.0937,0.0178,0.0843,0,0,0,0,0,0.0281,0,0.0281,0.0187,0,0,0,0,0,0,0,0,0,0.0116,0,0,0
1986,1,"TWL",0,0,0,-1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,1,"TWL",0,0,0,-1,-1,1,1,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,"TWL",0,0,0,-1,-1,2,3,2,0,0,0,0,0,0,0.1234,0,0,0.3766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1234,0,0,0.3766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,"TWL",0,0,0,-1,-1,1,1,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,1,"TWL",0,0,0,-1,-1,4,121,21,0,0,0.0055,0.011,0.011,0.0128,0.056,0.0399,0.0177,0.0266,0.0355,0.031,0.0488,0.0621,0.0311,0.031,0.0177,0.0222,0.0177,0.0044,0,0.0133,0.0044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055,0.011,0.011,0.0128,0.056,0.0399,0.0177,0.0266,0.0355,0.031,0.0488,0.0621,0.0311,0.031,0.0177,0.0222,0.0177,0.0044,0,0.0133,0.0044,0,0,0,0,0,0,0,0,0,0,0,0
2002,1,"TWL",0,0,0,-1,-1,4,41,10,0,0,0.0425,0,0,0,0.0442,0.0992,0.055,0.0108,0.0799,0.0561,0.0334,0.0227,0.0323,0.0119,0,0,0,0,0.0119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425,0,0,0,0.0442,0.0992,0.055,0.0108,0.0799,0.0561,0.0334,0.0227,0.0323,0.0119,0,0,0,0,0.0119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,1,"TWL",0,0,0,-1,-1,1,1,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,1,"TWL",0,0,0,-1,-1,2,3,2,0,0,0,0,0,0,0.3432,0.1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3432,0.1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,1,"TWL",0,0,0,-1,-1,2,2,2,0,0,0,0,0,0,0,0,0.2403,0,0,0,0,0,0,0,0.2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2403,0,0,0,0,0,0,0,0.2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,1,"TWL",0,0,0,-1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,1,"TWL",0,0,0,-1,-1,4,4,5,0,0,0,0,0.1639,0,0,0.0922,0.1597,0,0,0,0,0,0,0,0,0.0842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1639,0,0,0.0922,0.1597,0,0,0,0,0,0,0,0,0.0842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,1,"TWL",0,0,0,-1,-1,1,4,2,0,0,0,0,0.25,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,1,"TWL",0,0,0,-1,-1,2,16,4,0,0,0,0,0,0,0,0.0317,0.0312,0,0.0312,0.0312,0.0312,0.0629,0,0,0,0.0312,0,0.0312,0,0,0.0312,0.0312,0,0,0,0,0,0.0312,0,0,0.0312,0,0.0936,0,0,0,0,0,0,0,0.0317,0.0312,0,0.0312,0.0312,0.0312,0.0629,0,0,0,0.0312,0,0.0312,0,0,0.0312,0.0312,0,0,0,0,0,0.0312,0,0,0.0312,0,0.0936
2013,1,"TWL",0,0,0,-1,-1,2,2,2,0,0,0,0,0.1287,0.3713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1287,0.3713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,"TWL",0,0,0,-1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,1,"TWL",0,0,0,-1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
